"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"13.07.2019 22:00 - 13.07.2019 22:30","23901","27543"
"13.07.2019 22:30 - 13.07.2019 23:00","22969","26629"
"13.07.2019 23:00 - 13.07.2019 23:30","22113","25525"
"13.07.2019 23:30 - 14.07.2019 00:00","21228","24754"
"14.07.2019 00:00 - 14.07.2019 00:30","20671","23942"
"14.07.2019 00:30 - 14.07.2019 01:00","20296","23582"
"14.07.2019 01:00 - 14.07.2019 01:30","19807","22742"
"14.07.2019 01:30 - 14.07.2019 02:00","19461","22276"
"14.07.2019 02:00 - 14.07.2019 02:30","19290","21682"
"14.07.2019 02:30 - 14.07.2019 03:00","19194","21611"
"14.07.2019 03:00 - 14.07.2019 03:30","18873","21348"
"14.07.2019 03:30 - 14.07.2019 04:00","18500","21003"
"14.07.2019 04:00 - 14.07.2019 04:30","18485","20812"
"14.07.2019 04:30 - 14.07.2019 05:00","18972","20849"
"14.07.2019 05:00 - 14.07.2019 05:30","19643","21399"
"14.07.2019 05:30 - 14.07.2019 06:00","20518","22075"
"14.07.2019 06:00 - 14.07.2019 06:30","21644","23810"
"14.07.2019 06:30 - 14.07.2019 07:00","23039","25045"
"14.07.2019 07:00 - 14.07.2019 07:30","24478","26743"
"14.07.2019 07:30 - 14.07.2019 08:00","25800","28187"
"14.07.2019 08:00 - 14.07.2019 08:30","26824","29759"
"14.07.2019 08:30 - 14.07.2019 09:00","27714","30942"
"14.07.2019 09:00 - 14.07.2019 09:30","28804","32032"
"14.07.2019 09:30 - 14.07.2019 10:00","29578","32588"
"14.07.2019 10:00 - 14.07.2019 10:30","30011","33119"
"14.07.2019 10:30 - 14.07.2019 11:00","30348","33535"
"14.07.2019 11:00 - 14.07.2019 11:30","30533","33710"
"14.07.2019 11:30 - 14.07.2019 12:00","30279","33536"
"14.07.2019 12:00 - 14.07.2019 12:30","29868","33242"
"14.07.2019 12:30 - 14.07.2019 13:00","29520","32717"
"14.07.2019 13:00 - 14.07.2019 13:30","29210","32176"
"14.07.2019 13:30 - 14.07.2019 14:00","29056","31887"
"14.07.2019 14:00 - 14.07.2019 14:30","29093","32054"
"14.07.2019 14:30 - 14.07.2019 15:00","29302","32111"
"14.07.2019 15:00 - 14.07.2019 15:30","29654","32477"
"14.07.2019 15:30 - 14.07.2019 16:00","29909","32927"
"14.07.2019 16:00 - 14.07.2019 16:30","30058","33031"
"14.07.2019 16:30 - 14.07.2019 17:00","30026","32952"
"14.07.2019 17:00 - 14.07.2019 17:30","29775","32858"
"14.07.2019 17:30 - 14.07.2019 18:00","29609","32596"
"14.07.2019 18:00 - 14.07.2019 18:30","29278","32584"
"14.07.2019 18:30 - 14.07.2019 19:00","28578","32824"
"14.07.2019 19:00 - 14.07.2019 19:30","27946","32494"
"14.07.2019 19:30 - 14.07.2019 20:00","27530","31716"
"14.07.2019 20:00 - 14.07.2019 20:30","27308","31497"
"14.07.2019 20:30 - 14.07.2019 21:00","27163","31166"
"14.07.2019 21:00 - 14.07.2019 21:30","26351","30641"
"14.07.2019 21:30 - 14.07.2019 22:00","24798","29495"
"14.07.2019 22:00 - 14.07.2019 22:30","23270","27568"
"14.07.2019 22:30 - 14.07.2019 23:00","22270","26167"
"14.07.2019 23:00 - 14.07.2019 23:30","21560","24840"
"14.07.2019 23:30 - 15.07.2019 00:00","20963","24079"
"15.07.2019 00:00 - 15.07.2019 00:30","20699","23445"
"15.07.2019 00:30 - 15.07.2019 01:00","20422","23047"
"15.07.2019 01:00 - 15.07.2019 01:30","20106","22706"
"15.07.2019 01:30 - 15.07.2019 02:00","19846","22349"
"15.07.2019 02:00 - 15.07.2019 02:30","19725","21938"
"15.07.2019 02:30 - 15.07.2019 03:00","19693","21895"
"15.07.2019 03:00 - 15.07.2019 03:30","19563","21922"
"15.07.2019 03:30 - 15.07.2019 04:00","19691","21754"
"15.07.2019 04:00 - 15.07.2019 04:30","20450","22310"
"15.07.2019 04:30 - 15.07.2019 05:00","22434","23565"
"15.07.2019 05:00 - 15.07.2019 05:30","25099","26706"
"15.07.2019 05:30 - 15.07.2019 06:00","27909","29085"
"15.07.2019 06:00 - 15.07.2019 06:30","30340","31742"
"15.07.2019 06:30 - 15.07.2019 07:00","31870","33583"
"15.07.2019 07:00 - 15.07.2019 07:30","32689","35740"
"15.07.2019 07:30 - 15.07.2019 08:00","33067","36295"
"15.07.2019 08:00 - 15.07.2019 08:30","33561","35180"
"15.07.2019 08:30 - 15.07.2019 09:00","33871","37463"
"15.07.2019 09:00 - 15.07.2019 09:30","34246","37580"
"15.07.2019 09:30 - 15.07.2019 10:00","34720","38019"
"15.07.2019 10:00 - 15.07.2019 10:30","35062","38453"
"15.07.2019 10:30 - 15.07.2019 11:00","35382","38701"
"15.07.2019 11:00 - 15.07.2019 11:30","35694","38829"
"15.07.2019 11:30 - 15.07.2019 12:00","35791","38829"
"15.07.2019 12:00 - 15.07.2019 12:30","35752","38654"
"15.07.2019 12:30 - 15.07.2019 13:00","35586","38288"
"15.07.2019 13:00 - 15.07.2019 13:30","35338","38143"
"15.07.2019 13:30 - 15.07.2019 14:00","35240","37735"
"15.07.2019 14:00 - 15.07.2019 14:30","35505","37344"
"15.07.2019 14:30 - 15.07.2019 15:00","35856","37821"
"15.07.2019 15:00 - 15.07.2019 15:30","35756","37859"
"15.07.2019 15:30 - 15.07.2019 16:00","35652","38045"
"15.07.2019 16:00 - 15.07.2019 16:30","35444","38097"
"15.07.2019 16:30 - 15.07.2019 17:00","34959","37871"
"15.07.2019 17:00 - 15.07.2019 17:30","34499","37450"
"15.07.2019 17:30 - 15.07.2019 18:00","34039","36968"
"15.07.2019 18:00 - 15.07.2019 18:30","33469","36690"
"15.07.2019 18:30 - 15.07.2019 19:00","32614","36115"
"15.07.2019 19:00 - 15.07.2019 19:30","31798","35327"
"15.07.2019 19:30 - 15.07.2019 20:00","31267","34390"
"15.07.2019 20:00 - 15.07.2019 20:30","30714","33878"
"15.07.2019 20:30 - 15.07.2019 21:00","30078","33266"
"15.07.2019 21:00 - 15.07.2019 21:30","28862","32467"
"15.07.2019 21:30 - 15.07.2019 22:00","26962","30827"
"15.07.2019 22:00 - 15.07.2019 22:30","25272","28904"
"15.07.2019 22:30 - 15.07.2019 23:00","23964","27572"
"15.07.2019 23:00 - 15.07.2019 23:30","23067","26246"
"15.07.2019 23:30 - 16.07.2019 00:00","22519","25450"
"16.07.2019 00:00 - 16.07.2019 00:30","22080","24825"
"16.07.2019 00:30 - 16.07.2019 01:00","21715","24640"
"16.07.2019 01:00 - 16.07.2019 01:30","21305","24042"
"16.07.2019 01:30 - 16.07.2019 02:00","21030","23665"
"16.07.2019 02:00 - 16.07.2019 02:30","20946","23642"
"16.07.2019 02:30 - 16.07.2019 03:00","20916","23607"
"16.07.2019 03:00 - 16.07.2019 03:30","20818","23489"
"16.07.2019 03:30 - 16.07.2019 04:00","20857","23361"
"16.07.2019 04:00 - 16.07.2019 04:30","21290","23681"
"16.07.2019 04:30 - 16.07.2019 05:00","23006","24737"
"16.07.2019 05:00 - 16.07.2019 05:30","25664","27749"
"16.07.2019 05:30 - 16.07.2019 06:00","28532","30175"
"16.07.2019 06:00 - 16.07.2019 06:30","30964","32806"
"16.07.2019 06:30 - 16.07.2019 07:00","32690","34143"
"16.07.2019 07:00 - 16.07.2019 07:30","33879","35526"
"16.07.2019 07:30 - 16.07.2019 08:00","34659","36175"
"16.07.2019 08:00 - 16.07.2019 08:30","35172","36698"
"16.07.2019 08:30 - 16.07.2019 09:00","35255","37200"
"16.07.2019 09:00 - 16.07.2019 09:30","35591","37600"
"16.07.2019 09:30 - 16.07.2019 10:00","35931","38093"
"16.07.2019 10:00 - 16.07.2019 10:30","36223","38563"
"16.07.2019 10:30 - 16.07.2019 11:00","36625","39155"
"16.07.2019 11:00 - 16.07.2019 11:30","36807","39294"
"16.07.2019 11:30 - 16.07.2019 12:00","36717","39091"
"16.07.2019 12:00 - 16.07.2019 12:30","36540","N/A"
"16.07.2019 12:30 - 16.07.2019 13:00","36445","38629"
"16.07.2019 13:00 - 16.07.2019 13:30","36441","38542"
"16.07.2019 13:30 - 16.07.2019 14:00","36304","38524"
"16.07.2019 14:00 - 16.07.2019 14:30","35614","38104"
"16.07.2019 14:30 - 16.07.2019 15:00","35741","38155"
"16.07.2019 15:00 - 16.07.2019 15:30","36593","38246"
"16.07.2019 15:30 - 16.07.2019 16:00","36628","38239"
"16.07.2019 16:00 - 16.07.2019 16:30","36192","38376"
"16.07.2019 16:30 - 16.07.2019 17:00","35495","37924"
"16.07.2019 17:00 - 16.07.2019 17:30","34839","37287"
"16.07.2019 17:30 - 16.07.2019 18:00","34244","36858"
"16.07.2019 18:00 - 16.07.2019 18:30","33546","36138"
"16.07.2019 18:30 - 16.07.2019 19:00","32941","35426"
"16.07.2019 19:00 - 16.07.2019 19:30","32198","35067"
"16.07.2019 19:30 - 16.07.2019 20:00","31502","34334"
"16.07.2019 20:00 - 16.07.2019 20:30","31165","33714"
"16.07.2019 20:30 - 16.07.2019 21:00","30416","33279"
"16.07.2019 21:00 - 16.07.2019 21:30","28999","32593"
"16.07.2019 21:30 - 16.07.2019 22:00","27288","31160"
"16.07.2019 22:00 - 16.07.2019 22:30","25607","29275"
"16.07.2019 22:30 - 16.07.2019 23:00","24247","27945"
"16.07.2019 23:00 - 16.07.2019 23:30","23297","26433"
"16.07.2019 23:30 - 17.07.2019 00:00","22622","25747"
"17.07.2019 00:00 - 17.07.2019 00:30","21787","24657"
"17.07.2019 00:30 - 17.07.2019 01:00","21404","24499"
"17.07.2019 01:00 - 17.07.2019 01:30","21061","23390"
"17.07.2019 01:30 - 17.07.2019 02:00","20864","22993"
"17.07.2019 02:00 - 17.07.2019 02:30","20720","22741"
"17.07.2019 02:30 - 17.07.2019 03:00","20788","22685"
"17.07.2019 03:00 - 17.07.2019 03:30","20768","22530"
"17.07.2019 03:30 - 17.07.2019 04:00","20768","22566"
"17.07.2019 04:00 - 17.07.2019 04:30","21323","22239"
"17.07.2019 04:30 - 17.07.2019 05:00","22985","23505"
"17.07.2019 05:00 - 17.07.2019 05:30","25428","26900"
"17.07.2019 05:30 - 17.07.2019 06:00","28157","29360"
"17.07.2019 06:00 - 17.07.2019 06:30","30578","33236"
"17.07.2019 06:30 - 17.07.2019 07:00","32241","35103"
"17.07.2019 07:00 - 17.07.2019 07:30","33252","36011"
"17.07.2019 07:30 - 17.07.2019 08:00","33754","36676"
"17.07.2019 08:00 - 17.07.2019 08:30","34291","37861"
"17.07.2019 08:30 - 17.07.2019 09:00","34590","38116"
"17.07.2019 09:00 - 17.07.2019 09:30","34899","38414"
"17.07.2019 09:30 - 17.07.2019 10:00","35415","38792"
"17.07.2019 10:00 - 17.07.2019 10:30","35661","39079"
"17.07.2019 10:30 - 17.07.2019 11:00","35715","39231"
"17.07.2019 11:00 - 17.07.2019 11:30","35743","39124"
"17.07.2019 11:30 - 17.07.2019 12:00","35742","38781"
"17.07.2019 12:00 - 17.07.2019 12:30","35617","37465"
"17.07.2019 12:30 - 17.07.2019 13:00","35330","37031"
"17.07.2019 13:00 - 17.07.2019 13:30","35080","36032"
"17.07.2019 13:30 - 17.07.2019 14:00","34848","35460"
"17.07.2019 14:00 - 17.07.2019 14:30","34881","35722"
"17.07.2019 14:30 - 17.07.2019 15:00","35141","36076"
"17.07.2019 15:00 - 17.07.2019 15:30","35464","37103"
"17.07.2019 15:30 - 17.07.2019 16:00","35604","37243"
"17.07.2019 16:00 - 17.07.2019 16:30","35551","37779"
"17.07.2019 16:30 - 17.07.2019 17:00","35440","37605"
"17.07.2019 17:00 - 17.07.2019 17:30","35322","37113"
"17.07.2019 17:30 - 17.07.2019 18:00","34950","36833"
"17.07.2019 18:00 - 17.07.2019 18:30","33991","35821"
"17.07.2019 18:30 - 17.07.2019 19:00","32858","35229"
"17.07.2019 19:00 - 17.07.2019 19:30","31842","34566"
"17.07.2019 19:30 - 17.07.2019 20:00","31665","33790"
"17.07.2019 20:00 - 17.07.2019 20:30","31563","32963"
"17.07.2019 20:30 - 17.07.2019 21:00","30773","32280"
"17.07.2019 21:00 - 17.07.2019 21:30","29361","30250"
"17.07.2019 21:30 - 17.07.2019 22:00","27317","28439"
"17.07.2019 22:00 - 17.07.2019 22:30","25448","27759"
"17.07.2019 22:30 - 17.07.2019 23:00","23968","26653"
"17.07.2019 23:00 - 17.07.2019 23:30","22951","24783"
"17.07.2019 23:30 - 18.07.2019 00:00","22241","24000"
"18.07.2019 00:00 - 18.07.2019 00:30","21802","23367"
"18.07.2019 00:30 - 18.07.2019 01:00","21397","23107"
"18.07.2019 01:00 - 18.07.2019 01:30","21067","22800"
"18.07.2019 01:30 - 18.07.2019 02:00","20874","22412"
"18.07.2019 02:00 - 18.07.2019 02:30","20737","22419"
"18.07.2019 02:30 - 18.07.2019 03:00","20807","22428"
"18.07.2019 03:00 - 18.07.2019 03:30","20792","22715"
"18.07.2019 03:30 - 18.07.2019 04:00","20843","22532"
"18.07.2019 04:00 - 18.07.2019 04:30","21434","22383"
"18.07.2019 04:30 - 18.07.2019 05:00","23074","23582"
"18.07.2019 05:00 - 18.07.2019 05:30","25480","27493"
"18.07.2019 05:30 - 18.07.2019 06:00","28173","29492"
"18.07.2019 06:00 - 18.07.2019 06:30","30593","32659"
"18.07.2019 06:30 - 18.07.2019 07:00","32260","34272"
"18.07.2019 07:00 - 18.07.2019 07:30","33219","35597"
"18.07.2019 07:30 - 18.07.2019 08:00","33706","36031"
"18.07.2019 08:00 - 18.07.2019 08:30","34183","35696"
"18.07.2019 08:30 - 18.07.2019 09:00","34337","37087"
"18.07.2019 09:00 - 18.07.2019 09:30","34535","37283"
"18.07.2019 09:30 - 18.07.2019 10:00","35108","37588"
"18.07.2019 10:00 - 18.07.2019 10:30","35541","37765"
"18.07.2019 10:30 - 18.07.2019 11:00","35779","37843"
"18.07.2019 11:00 - 18.07.2019 11:30","36008","37683"
"18.07.2019 11:30 - 18.07.2019 12:00","35876","37494"
"18.07.2019 12:00 - 18.07.2019 12:30","35566","36806"
"18.07.2019 12:30 - 18.07.2019 13:00","35274","36681"
"18.07.2019 13:00 - 18.07.2019 13:30","34991","36107"
"18.07.2019 13:30 - 18.07.2019 14:00","34675","35882"
"18.07.2019 14:00 - 18.07.2019 14:30","34686","35696"
"18.07.2019 14:30 - 18.07.2019 15:00","35012","35884"
"18.07.2019 15:00 - 18.07.2019 15:30","35254","36315"
"18.07.2019 15:30 - 18.07.2019 16:00","35256","36457"
"18.07.2019 16:00 - 18.07.2019 16:30","35021","36351"
"18.07.2019 16:30 - 18.07.2019 17:00","34686","36200"
"18.07.2019 17:00 - 18.07.2019 17:30","34244","35628"
"18.07.2019 17:30 - 18.07.2019 18:00","33822","35154"
"18.07.2019 18:00 - 18.07.2019 18:30","33245","35427"
"18.07.2019 18:30 - 18.07.2019 19:00","32620","35063"
"18.07.2019 19:00 - 18.07.2019 19:30","31676","34112"
"18.07.2019 19:30 - 18.07.2019 20:00","31173","33227"
"18.07.2019 20:00 - 18.07.2019 20:30","30985","32827"
"18.07.2019 20:30 - 18.07.2019 21:00","30236","32406"
"18.07.2019 21:00 - 18.07.2019 21:30","28905","31127"
"18.07.2019 21:30 - 18.07.2019 22:00","26948","29724"
"18.07.2019 22:00 - 18.07.2019 22:30","25142","27897"
"18.07.2019 22:30 - 18.07.2019 23:00","23727","26665"
"18.07.2019 23:00 - 18.07.2019 23:30","22786","25349"
"18.07.2019 23:30 - 19.07.2019 00:00","22210","24740"
"19.07.2019 00:00 - 19.07.2019 00:30","21845","24150"
"19.07.2019 00:30 - 19.07.2019 01:00","21495","23959"
"19.07.2019 01:00 - 19.07.2019 01:30","21154","23584"
"19.07.2019 01:30 - 19.07.2019 02:00","20983","23364"
"19.07.2019 02:00 - 19.07.2019 02:30","20952","22978"
"19.07.2019 02:30 - 19.07.2019 03:00","21022","22810"
"19.07.2019 03:00 - 19.07.2019 03:30","20869","22949"
"19.07.2019 03:30 - 19.07.2019 04:00","20832","22864"
"19.07.2019 04:00 - 19.07.2019 04:30","21238","22004"
"19.07.2019 04:30 - 19.07.2019 05:00","22825","23103"
"19.07.2019 05:00 - 19.07.2019 05:30","25370","26166"
"19.07.2019 05:30 - 19.07.2019 06:00","28198","28481"
"19.07.2019 06:00 - 19.07.2019 06:30","30839","31989"
"19.07.2019 06:30 - 19.07.2019 07:00","32523","33812"
"19.07.2019 07:00 - 19.07.2019 07:30","33209","35482"
"19.07.2019 07:30 - 19.07.2019 08:00","33841","35863"
"19.07.2019 08:00 - 19.07.2019 08:30","34515","36721"
"19.07.2019 08:30 - 19.07.2019 09:00","34542","37091"
"19.07.2019 09:00 - 19.07.2019 09:30","34705","37141"
"19.07.2019 09:30 - 19.07.2019 10:00","35047","37366"
"19.07.2019 10:00 - 19.07.2019 10:30","35211","37588"
"19.07.2019 10:30 - 19.07.2019 11:00","35246","37728"
"19.07.2019 11:00 - 19.07.2019 11:30","35277","38017"
"19.07.2019 11:30 - 19.07.2019 12:00","35055","37691"
"19.07.2019 12:00 - 19.07.2019 12:30","34673","37218"
"19.07.2019 12:30 - 19.07.2019 13:00","34454","35637"
"19.07.2019 13:00 - 19.07.2019 13:30","34290","35710"
"19.07.2019 13:30 - 19.07.2019 14:00","34088","35368"
"19.07.2019 14:00 - 19.07.2019 14:30","34070","34800"
"19.07.2019 14:30 - 19.07.2019 15:00","34236","34491"
"19.07.2019 15:00 - 19.07.2019 15:30","34528","33664"
"19.07.2019 15:30 - 19.07.2019 16:00","34667","33971"
"19.07.2019 16:00 - 19.07.2019 16:30","34396","34421"
"19.07.2019 16:30 - 19.07.2019 17:00","33863","34503"
"19.07.2019 17:00 - 19.07.2019 17:30","33276","33474"
"19.07.2019 17:30 - 19.07.2019 18:00","32593","33029"
"19.07.2019 18:00 - 19.07.2019 18:30","31786","32376"
"19.07.2019 18:30 - 19.07.2019 19:00","30945","31734"
"19.07.2019 19:00 - 19.07.2019 19:30","30251","30612"
"19.07.2019 19:30 - 19.07.2019 20:00","29916","30139"
"19.07.2019 20:00 - 19.07.2019 20:30","29752","29053"
"19.07.2019 20:30 - 19.07.2019 21:00","29393","28526"
"19.07.2019 21:00 - 19.07.2019 21:30","28338","27761"
"19.07.2019 21:30 - 19.07.2019 22:00","26736","26277"
"19.07.2019 22:00 - 19.07.2019 22:30","25098","27992"
"19.07.2019 22:30 - 19.07.2019 23:00","23391","26885"
"19.07.2019 23:00 - 19.07.2019 23:30","22128","26033"
"19.07.2019 23:30 - 20.07.2019 00:00","21532","25094"
"20.07.2019 00:00 - 20.07.2019 00:30","21276","23726"
"20.07.2019 00:30 - 20.07.2019 01:00","20854","23230"
"20.07.2019 01:00 - 20.07.2019 01:30","20436","21942"
"20.07.2019 01:30 - 20.07.2019 02:00","20143","21528"
"20.07.2019 02:00 - 20.07.2019 02:30","19934","20996"
"20.07.2019 02:30 - 20.07.2019 03:00","19813","20714"
"20.07.2019 03:00 - 20.07.2019 03:30","19557","20171"
"20.07.2019 03:30 - 20.07.2019 04:00","19277","19950"
"20.07.2019 04:00 - 20.07.2019 04:30","19332","20159"
"20.07.2019 04:30 - 20.07.2019 05:00","20017","20658"
"20.07.2019 05:00 - 20.07.2019 05:30","21125","22629"
"20.07.2019 05:30 - 20.07.2019 06:00","22503","23719"
"20.07.2019 06:00 - 20.07.2019 06:30","24177","26495"
"20.07.2019 06:30 - 20.07.2019 07:00","25877","28239"
"20.07.2019 07:00 - 20.07.2019 07:30","27315","29640"
"20.07.2019 07:30 - 20.07.2019 08:00","28361","30643"
"20.07.2019 08:00 - 20.07.2019 08:30","29135","31678"
"20.07.2019 08:30 - 20.07.2019 09:00","29515","32235"
"20.07.2019 09:00 - 20.07.2019 09:30","29863","32756"
"20.07.2019 09:30 - 20.07.2019 10:00","30225","33645"
"20.07.2019 10:00 - 20.07.2019 10:30","30388","33659"
"20.07.2019 10:30 - 20.07.2019 11:00","30382","33614"
"20.07.2019 11:00 - 20.07.2019 11:30","30368","33208"
"20.07.2019 11:30 - 20.07.2019 12:00","30120","33013"
"20.07.2019 12:00 - 20.07.2019 12:30","29671","32337"
"20.07.2019 12:30 - 20.07.2019 13:00","29356","31676"
"20.07.2019 13:00 - 20.07.2019 13:30","29066","31168"
"20.07.2019 13:30 - 20.07.2019 14:00","28882","30540"
"20.07.2019 14:00 - 20.07.2019 14:30","28842","30372"
"20.07.2019 14:30 - 20.07.2019 15:00","28943","30272"
"20.07.2019 15:00 - 20.07.2019 15:30","29037","30946"
"20.07.2019 15:30 - 20.07.2019 16:00","29280","31653"
"20.07.2019 16:00 - 20.07.2019 16:30","29496","31832"
"20.07.2019 16:30 - 20.07.2019 17:00","29361","31847"
"20.07.2019 17:00 - 20.07.2019 17:30","29098","31957"
"20.07.2019 17:30 - 20.07.2019 18:00","28721","31702"
"20.07.2019 18:00 - 20.07.2019 18:30","28209","31597"
"20.07.2019 18:30 - 20.07.2019 19:00","27656","30948"
"20.07.2019 19:00 - 20.07.2019 19:30","27021","30266"
"20.07.2019 19:30 - 20.07.2019 20:00","26448","29637"
"20.07.2019 20:00 - 20.07.2019 20:30","26332","29698"
"20.07.2019 20:30 - 20.07.2019 21:00","26370","29746"
"20.07.2019 21:00 - 20.07.2019 21:30","25927","29195"
"20.07.2019 21:30 - 20.07.2019 22:00","24912","28212"
"20.07.2019 22:00 - 20.07.2019 22:30","23754","26795"
"20.07.2019 22:30 - 20.07.2019 23:00","22466","25555"
"20.07.2019 23:00 - 20.07.2019 23:30","21302","24489"
"20.07.2019 23:30 - 21.07.2019 00:00","20594","23750"
"21.07.2019 00:00 - 21.07.2019 00:30","20390","23148"
"21.07.2019 00:30 - 21.07.2019 01:00","19910","22986"
"21.07.2019 01:00 - 21.07.2019 01:30","19449","22129"
"21.07.2019 01:30 - 21.07.2019 02:00","19095","21714"
"21.07.2019 02:00 - 21.07.2019 02:30","18931","21399"
"21.07.2019 02:30 - 21.07.2019 03:00","18704","21243"
"21.07.2019 03:00 - 21.07.2019 03:30","18469","20927"
"21.07.2019 03:30 - 21.07.2019 04:00","18370","20717"
"21.07.2019 04:00 - 21.07.2019 04:30","18379","20367"
"21.07.2019 04:30 - 21.07.2019 05:00","18816","20489"
"21.07.2019 05:00 - 21.07.2019 05:30","19555","21291"
"21.07.2019 05:30 - 21.07.2019 06:00","20262","22757"
"21.07.2019 06:00 - 21.07.2019 06:30","21183","23640"
"21.07.2019 06:30 - 21.07.2019 07:00","22458","25038"
"21.07.2019 07:00 - 21.07.2019 07:30","23918","27438"
"21.07.2019 07:30 - 21.07.2019 08:00","25416","28560"
"21.07.2019 08:00 - 21.07.2019 08:30","26759","29803"
"21.07.2019 08:30 - 21.07.2019 09:00","27602","30869"
"21.07.2019 09:00 - 21.07.2019 09:30","28761","31647"
"21.07.2019 09:30 - 21.07.2019 10:00","29709","31783"
"21.07.2019 10:00 - 21.07.2019 10:30","29846","32540"
"21.07.2019 10:30 - 21.07.2019 11:00","29970","32873"
"21.07.2019 11:00 - 21.07.2019 11:30","30286","33363"
"21.07.2019 11:30 - 21.07.2019 12:00","30407","33610"
"21.07.2019 12:00 - 21.07.2019 12:30","29898","33333"
"21.07.2019 12:30 - 21.07.2019 13:00","29226","32737"
"21.07.2019 13:00 - 21.07.2019 13:30","28832","32385"
"21.07.2019 13:30 - 21.07.2019 14:00","28482","31711"
"21.07.2019 14:00 - 21.07.2019 14:30","28165","30973"
"21.07.2019 14:30 - 21.07.2019 15:00","28091","31094"
"21.07.2019 15:00 - 21.07.2019 15:30","28336","31635"
"21.07.2019 15:30 - 21.07.2019 16:00","28827","32096"
"21.07.2019 16:00 - 21.07.2019 16:30","29205","33157"
"21.07.2019 16:30 - 21.07.2019 17:00","29519","33288"
"21.07.2019 17:00 - 21.07.2019 17:30","29663","32949"
"21.07.2019 17:30 - 21.07.2019 18:00","29561","32775"
"21.07.2019 18:00 - 21.07.2019 18:30","28980","32397"
"21.07.2019 18:30 - 21.07.2019 19:00","28374","32046"
"21.07.2019 19:00 - 21.07.2019 19:30","28046","31282"
"21.07.2019 19:30 - 21.07.2019 20:00","27799","30869"
"21.07.2019 20:00 - 21.07.2019 20:30","27603","30065"
"21.07.2019 20:30 - 21.07.2019 21:00","27303","29818"
"21.07.2019 21:00 - 21.07.2019 21:30","26591","28165"
"21.07.2019 21:30 - 21.07.2019 22:00","24755","26758"
"21.07.2019 22:00 - 21.07.2019 22:30","22868","23532"
"21.07.2019 22:30 - 21.07.2019 23:00","21536","21903"
"21.07.2019 23:00 - 21.07.2019 23:30","20787","20455"
"21.07.2019 23:30 - 22.07.2019 00:00","20388","19404"
"22.07.2019 00:00 - 22.07.2019 00:30","20446","18662"
"22.07.2019 00:30 - 22.07.2019 01:00","20267","18210"
"22.07.2019 01:00 - 22.07.2019 01:30","20039","17290"
"22.07.2019 01:30 - 22.07.2019 02:00","19812","16715"
"22.07.2019 02:00 - 22.07.2019 02:30","19744","15833"
"22.07.2019 02:30 - 22.07.2019 03:00","19826","15474"
"22.07.2019 03:00 - 22.07.2019 03:30","19716","15963"
"22.07.2019 03:30 - 22.07.2019 04:00","19670","16105"
"22.07.2019 04:00 - 22.07.2019 04:30","20505","17430"
"22.07.2019 04:30 - 22.07.2019 05:00","22692","18337"
"22.07.2019 05:00 - 22.07.2019 05:30","25164","21952"
"22.07.2019 05:30 - 22.07.2019 06:00","27777","24083"
"22.07.2019 06:00 - 22.07.2019 06:30","30090","27432"
"22.07.2019 06:30 - 22.07.2019 07:00","31537","29496"
"22.07.2019 07:00 - 22.07.2019 07:30","32309","32425"
"22.07.2019 07:30 - 22.07.2019 08:00","32802","33554"
"22.07.2019 08:00 - 22.07.2019 08:30","33433","34110"
"22.07.2019 08:30 - 22.07.2019 09:00","33831","35395"
"22.07.2019 09:00 - 22.07.2019 09:30","34313","34967"
"22.07.2019 09:30 - 22.07.2019 10:00","34715","35293"
"22.07.2019 10:00 - 22.07.2019 10:30","34796","35607"
"22.07.2019 10:30 - 22.07.2019 11:00","35004","36003"
"22.07.2019 11:00 - 22.07.2019 11:30","35038","36252"
"22.07.2019 11:30 - 22.07.2019 12:00","34989","35928"
"22.07.2019 12:00 - 22.07.2019 12:30","35032","35807"
"22.07.2019 12:30 - 22.07.2019 13:00","35161","35923"
"22.07.2019 13:00 - 22.07.2019 13:30","35496","35744"
"22.07.2019 13:30 - 22.07.2019 14:00","35514","35570"
"22.07.2019 14:00 - 22.07.2019 14:30","35440","35354"
"22.07.2019 14:30 - 22.07.2019 15:00","35734","35669"
"22.07.2019 15:00 - 22.07.2019 15:30","36157","35603"
"22.07.2019 15:30 - 22.07.2019 16:00","36495","35601"
"22.07.2019 16:00 - 22.07.2019 16:30","36298","36166"
"22.07.2019 16:30 - 22.07.2019 17:00","35491","35936"
"22.07.2019 17:00 - 22.07.2019 17:30","34669","36095"
"22.07.2019 17:30 - 22.07.2019 18:00","34049","35659"
"22.07.2019 18:00 - 22.07.2019 18:30","33424","35722"
"22.07.2019 18:30 - 22.07.2019 19:00","32638","35100"
"22.07.2019 19:00 - 22.07.2019 19:30","31752","34771"
"22.07.2019 19:30 - 22.07.2019 20:00","31100","34068"
"22.07.2019 20:00 - 22.07.2019 20:30","30648","33390"
"22.07.2019 20:30 - 22.07.2019 21:00","30024","32974"
"22.07.2019 21:00 - 22.07.2019 21:30","29044","32078"
"22.07.2019 21:30 - 22.07.2019 22:00","27382","30412"
"22.07.2019 22:00 - 22.07.2019 22:30","25493","29228"
"22.07.2019 22:30 - 22.07.2019 23:00","23935","27992"
"22.07.2019 23:00 - 22.07.2019 23:30","22845","26669"
