"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"25.03.2017 11:00 - 25.03.2017 11:30","36704","39847"
"25.03.2017 11:30 - 25.03.2017 12:00","37443","39993"
"25.03.2017 12:00 - 25.03.2017 12:30","37445","39722"
"25.03.2017 12:30 - 25.03.2017 13:00","37387","39316"
"25.03.2017 13:00 - 25.03.2017 13:30","36666","38548"
"25.03.2017 13:30 - 25.03.2017 14:00","36004","37957"
"25.03.2017 14:00 - 25.03.2017 14:30","34971","37146"
"25.03.2017 14:30 - 25.03.2017 15:00","33981","36355"
"25.03.2017 15:00 - 25.03.2017 15:30","33231","35978"
"25.03.2017 15:30 - 25.03.2017 16:00","33116","35738"
"25.03.2017 16:00 - 25.03.2017 16:30","33446","35915"
"25.03.2017 16:30 - 25.03.2017 17:00","34129","36517"
"25.03.2017 17:00 - 25.03.2017 17:30","34757","37373"
"25.03.2017 17:30 - 25.03.2017 18:00","35439","37827"
"25.03.2017 18:00 - 25.03.2017 18:30","37004","38723"
"25.03.2017 18:30 - 25.03.2017 19:00","38205","40137"
"25.03.2017 19:00 - 25.03.2017 19:30","38007","40479"
"25.03.2017 19:30 - 25.03.2017 20:00","36726","39423"
"25.03.2017 20:00 - 25.03.2017 20:30","35603","38393"
"25.03.2017 20:30 - 25.03.2017 21:00","34466","37330"
"25.03.2017 21:00 - 25.03.2017 21:30","33311","36152"
"25.03.2017 21:30 - 25.03.2017 22:00","31982","34893"
"25.03.2017 22:00 - 25.03.2017 22:30","30927","33809"
"25.03.2017 22:30 - 25.03.2017 23:00","29449","32573"
"25.03.2017 23:00 - 25.03.2017 23:30","28002","30573"
"25.03.2017 23:30 - 26.03.2017 00:00","26718","29606"
"26.03.2017 00:00 - 26.03.2017 00:30","26374","29598"
"26.03.2017 00:30 - 26.03.2017 01:00","26474","29078"
"26.03.2017 01:00 - 26.03.2017 01:30","26172","N/A"
"26.03.2017 01:30 - 26.03.2017 02:00","25717","N/A"
"26.03.2017 02:00 - 26.03.2017 02:30","25399","27771"
"26.03.2017 02:30 - 26.03.2017 03:00","25030","27316"
"26.03.2017 03:00 - 26.03.2017 03:30","24647","26403"
"26.03.2017 03:30 - 26.03.2017 04:00","24571","25831"
"26.03.2017 04:00 - 26.03.2017 04:30","24526","25674"
"26.03.2017 04:30 - 26.03.2017 05:00","24688","25785"
"26.03.2017 05:00 - 26.03.2017 05:30","25046","26539"
"26.03.2017 05:30 - 26.03.2017 06:00","25357","26733"
"26.03.2017 06:00 - 26.03.2017 06:30","26283","27697"
"26.03.2017 06:30 - 26.03.2017 07:00","27712","29316"
"26.03.2017 07:00 - 26.03.2017 07:30","29759","31900"
"26.03.2017 07:30 - 26.03.2017 08:00","31476","32875"
"26.03.2017 08:00 - 26.03.2017 08:30","32937","34460"
"26.03.2017 08:30 - 26.03.2017 09:00","34388","35733"
"26.03.2017 09:00 - 26.03.2017 09:30","34375","37033"
"26.03.2017 09:30 - 26.03.2017 10:00","34052","37630"
"26.03.2017 10:00 - 26.03.2017 10:30","34892","38028"
"26.03.2017 10:30 - 26.03.2017 11:00","35253","38448"
"26.03.2017 11:00 - 26.03.2017 11:30","35752","38861"
"26.03.2017 11:30 - 26.03.2017 12:00","36475","39181"
"26.03.2017 12:00 - 26.03.2017 12:30","36247","38556"
"26.03.2017 12:30 - 26.03.2017 13:00","35994","38133"
"26.03.2017 13:00 - 26.03.2017 13:30","35052","37651"
"26.03.2017 13:30 - 26.03.2017 14:00","34248","37149"
"26.03.2017 14:00 - 26.03.2017 14:30","33335","36816"
"26.03.2017 14:30 - 26.03.2017 15:00","33014","36471"
"26.03.2017 15:00 - 26.03.2017 15:30","33221","36511"
"26.03.2017 15:30 - 26.03.2017 16:00","33514","36737"
"26.03.2017 16:00 - 26.03.2017 16:30","33396","36935"
"26.03.2017 16:30 - 26.03.2017 17:00","35770","36963"
"26.03.2017 17:00 - 26.03.2017 17:30","37574","36952"
"26.03.2017 17:30 - 26.03.2017 18:00","36677","36904"
"26.03.2017 18:00 - 26.03.2017 18:30","37055","38036"
"26.03.2017 18:30 - 26.03.2017 19:00","37604","39256"
"26.03.2017 19:00 - 26.03.2017 19:30","37647","39849"
"26.03.2017 19:30 - 26.03.2017 20:00","36687","38774"
"26.03.2017 20:00 - 26.03.2017 20:30","35339","37551"
"26.03.2017 20:30 - 26.03.2017 21:00","33879","35971"
"26.03.2017 21:00 - 26.03.2017 21:30","32377","34513"
"26.03.2017 21:30 - 26.03.2017 22:00","30288","32739"
"26.03.2017 22:00 - 26.03.2017 22:30","28410","30371"
"26.03.2017 22:30 - 26.03.2017 23:00","26818","28607"
"26.03.2017 23:00 - 26.03.2017 23:30","25136","26778"
"26.03.2017 23:30 - 27.03.2017 00:00","24673","25775"
"27.03.2017 00:00 - 27.03.2017 00:30","24967","27382"
"27.03.2017 00:30 - 27.03.2017 01:00","25143","27409"
"27.03.2017 01:00 - 27.03.2017 01:30","24983","27403"
"27.03.2017 01:30 - 27.03.2017 02:00","24819","27232"
"27.03.2017 02:00 - 27.03.2017 02:30","24669","26973"
"27.03.2017 02:30 - 27.03.2017 03:00","24524","26803"
"27.03.2017 03:00 - 27.03.2017 03:30","24379","26687"
"27.03.2017 03:30 - 27.03.2017 04:00","24576","26707"
"27.03.2017 04:00 - 27.03.2017 04:30","25264","27144"
"27.03.2017 04:30 - 27.03.2017 05:00","27312","28382"
"27.03.2017 05:00 - 27.03.2017 05:30","29922","32707"
"27.03.2017 05:30 - 27.03.2017 06:00","32656","36044"
"27.03.2017 06:00 - 27.03.2017 06:30","35785","39649"
"27.03.2017 06:30 - 27.03.2017 07:00","37786","41701"
"27.03.2017 07:00 - 27.03.2017 07:30","38950","43359"
"27.03.2017 07:30 - 27.03.2017 08:00","39160","43749"
"27.03.2017 08:00 - 27.03.2017 08:30","39060","44666"
"27.03.2017 08:30 - 27.03.2017 09:00","38813","45093"
"27.03.2017 09:00 - 27.03.2017 09:30","38652","44527"
"27.03.2017 09:30 - 27.03.2017 10:00","38969","45869"
"27.03.2017 10:00 - 27.03.2017 10:30","39951","46242"
"27.03.2017 10:30 - 27.03.2017 11:00","41002","46700"
"27.03.2017 11:00 - 27.03.2017 11:30","41036","47379"
"27.03.2017 11:30 - 27.03.2017 12:00","40253","47561"
"27.03.2017 12:00 - 27.03.2017 12:30","39950","47210"
"27.03.2017 12:30 - 27.03.2017 13:00","40626","46735"
"27.03.2017 13:00 - 27.03.2017 13:30","40626","46178"
"27.03.2017 13:30 - 27.03.2017 14:00","40475","45244"
"27.03.2017 14:00 - 27.03.2017 14:30","40144","44203"
"27.03.2017 14:30 - 27.03.2017 15:00","40212","43948"
"27.03.2017 15:00 - 27.03.2017 15:30","40133","44541"
"27.03.2017 15:30 - 27.03.2017 16:00","39901","43773"
"27.03.2017 16:00 - 27.03.2017 16:30","39143","43847"
"27.03.2017 16:30 - 27.03.2017 17:00","39560","43674"
"27.03.2017 17:00 - 27.03.2017 17:30","40484","43357"
"27.03.2017 17:30 - 27.03.2017 18:00","40311","42754"
"27.03.2017 18:00 - 27.03.2017 18:30","40812","42812"
"27.03.2017 18:30 - 27.03.2017 19:00","40745","42125"
"27.03.2017 19:00 - 27.03.2017 19:30","39823","43319"
"27.03.2017 19:30 - 27.03.2017 20:00","38527","42059"
"27.03.2017 20:00 - 27.03.2017 20:30","36988","40374"
"27.03.2017 20:30 - 27.03.2017 21:00","34986","38330"
"27.03.2017 21:00 - 27.03.2017 21:30","32914","36340"
"27.03.2017 21:30 - 27.03.2017 22:00","30645","34283"
"27.03.2017 22:00 - 27.03.2017 22:30","28814","31059"
"27.03.2017 22:30 - 27.03.2017 23:00","26917","29001"
"27.03.2017 23:00 - 27.03.2017 23:30","25421","27679"
"27.03.2017 23:30 - 28.03.2017 00:00","25241","27192"
"28.03.2017 00:00 - 28.03.2017 00:30","25306","28077"
"28.03.2017 00:30 - 28.03.2017 01:00","25406","28052"
"28.03.2017 01:00 - 28.03.2017 01:30","25339","28038"
"28.03.2017 01:30 - 28.03.2017 02:00","25169","27831"
"28.03.2017 02:00 - 28.03.2017 02:30","25072","27648"
"28.03.2017 02:30 - 28.03.2017 03:00","25027","27278"
"28.03.2017 03:00 - 28.03.2017 03:30","24948","27067"
"28.03.2017 03:30 - 28.03.2017 04:00","25120","27169"
"28.03.2017 04:00 - 28.03.2017 04:30","25639","27857"
"28.03.2017 04:30 - 28.03.2017 05:00","27516","29291"
"28.03.2017 05:00 - 28.03.2017 05:30","30061","32887"
"28.03.2017 05:30 - 28.03.2017 06:00","32767","35979"
"28.03.2017 06:00 - 28.03.2017 06:30","35789","40439"
"28.03.2017 06:30 - 28.03.2017 07:00","37782","42303"
"28.03.2017 07:00 - 28.03.2017 07:30","38692","43410"
"28.03.2017 07:30 - 28.03.2017 08:00","38832","43462"
"28.03.2017 08:00 - 28.03.2017 08:30","39030","43884"
"28.03.2017 08:30 - 28.03.2017 09:00","38805","43915"
"28.03.2017 09:00 - 28.03.2017 09:30","38761","43322"
"28.03.2017 09:30 - 28.03.2017 10:00","39073","44180"
"28.03.2017 10:00 - 28.03.2017 10:30","39484","44209"
"28.03.2017 10:30 - 28.03.2017 11:00","40050","44421"
"28.03.2017 11:00 - 28.03.2017 11:30","40637","44540"
"28.03.2017 11:30 - 28.03.2017 12:00","41015","44491"
"28.03.2017 12:00 - 28.03.2017 12:30","40746","43966"
"28.03.2017 12:30 - 28.03.2017 13:00","40593","43601"
"28.03.2017 13:00 - 28.03.2017 13:30","40014","43450"
"28.03.2017 13:30 - 28.03.2017 14:00","39342","43084"
"28.03.2017 14:00 - 28.03.2017 14:30","39099","42891"
"28.03.2017 14:30 - 28.03.2017 15:00","39333","43140"
"28.03.2017 15:00 - 28.03.2017 15:30","39275","43213"
"28.03.2017 15:30 - 28.03.2017 16:00","39408","43678"
"28.03.2017 16:00 - 28.03.2017 16:30","39342","44063"
"28.03.2017 16:30 - 28.03.2017 17:00","39710","43732"
"28.03.2017 17:00 - 28.03.2017 17:30","40100","43634"
"28.03.2017 17:30 - 28.03.2017 18:00","39530","43094"
"28.03.2017 18:00 - 28.03.2017 18:30","39677","43136"
"28.03.2017 18:30 - 28.03.2017 19:00","40334","43864"
"28.03.2017 19:00 - 28.03.2017 19:30","40059","43878"
"28.03.2017 19:30 - 28.03.2017 20:00","38582","42090"
"28.03.2017 20:00 - 28.03.2017 20:30","36874","40324"
"28.03.2017 20:30 - 28.03.2017 21:00","34951","37914"
"28.03.2017 21:00 - 28.03.2017 21:30","32839","35930"
"28.03.2017 21:30 - 28.03.2017 22:00","30426","33836"
"28.03.2017 22:00 - 28.03.2017 22:30","28361","30800"
"28.03.2017 22:30 - 28.03.2017 23:00","26582","28674"
"28.03.2017 23:00 - 28.03.2017 23:30","24886","27253"
"28.03.2017 23:30 - 29.03.2017 00:00","24330","26665"
"29.03.2017 00:00 - 29.03.2017 00:30","25022","27473"
"29.03.2017 00:30 - 29.03.2017 01:00","25222","27515"
"29.03.2017 01:00 - 29.03.2017 01:30","25000","27377"
"29.03.2017 01:30 - 29.03.2017 02:00","24798","27087"
"29.03.2017 02:00 - 29.03.2017 02:30","24675","26812"
"29.03.2017 02:30 - 29.03.2017 03:00","24595","26601"
"29.03.2017 03:00 - 29.03.2017 03:30","24541","26293"
"29.03.2017 03:30 - 29.03.2017 04:00","24798","26232"
"29.03.2017 04:00 - 29.03.2017 04:30","25461","26960"
"29.03.2017 04:30 - 29.03.2017 05:00","27293","28234"
"29.03.2017 05:00 - 29.03.2017 05:30","29732","32533"
"29.03.2017 05:30 - 29.03.2017 06:00","32310","35941"
"29.03.2017 06:00 - 29.03.2017 06:30","35029","39298"
"29.03.2017 06:30 - 29.03.2017 07:00","36920","41377"
"29.03.2017 07:00 - 29.03.2017 07:30","37847","43050"
"29.03.2017 07:30 - 29.03.2017 08:00","38819","42663"
"29.03.2017 08:00 - 29.03.2017 08:30","39817","43416"
"29.03.2017 08:30 - 29.03.2017 09:00","39949","43379"
"29.03.2017 09:00 - 29.03.2017 09:30","40059","42822"
"29.03.2017 09:30 - 29.03.2017 10:00","40180","42952"
"29.03.2017 10:00 - 29.03.2017 10:30","40360","43039"
"29.03.2017 10:30 - 29.03.2017 11:00","40490","43187"
"29.03.2017 11:00 - 29.03.2017 11:30","40449","43352"
"29.03.2017 11:30 - 29.03.2017 12:00","40203","43191"
"29.03.2017 12:00 - 29.03.2017 12:30","39907","36913"
"29.03.2017 12:30 - 29.03.2017 13:00","39773","42824"
"29.03.2017 13:00 - 29.03.2017 13:30","39536","42718"
"29.03.2017 13:30 - 29.03.2017 14:00","39422","42556"
"29.03.2017 14:00 - 29.03.2017 14:30","39307","42247"
"29.03.2017 14:30 - 29.03.2017 15:00","39377","42711"
"29.03.2017 15:00 - 29.03.2017 15:30","39610","43723"
"29.03.2017 15:30 - 29.03.2017 16:00","39912","43998"
"29.03.2017 16:00 - 29.03.2017 16:30","39893","44262"
"29.03.2017 16:30 - 29.03.2017 17:00","39614","44018"
"29.03.2017 17:00 - 29.03.2017 17:30","39381","43512"
"29.03.2017 17:30 - 29.03.2017 18:00","39151","43339"
"29.03.2017 18:00 - 29.03.2017 18:30","39150","43150"
"29.03.2017 18:30 - 29.03.2017 19:00","39783","43712"
"29.03.2017 19:00 - 29.03.2017 19:30","39498","43447"
"29.03.2017 19:30 - 29.03.2017 20:00","37804","41814"
"29.03.2017 20:00 - 29.03.2017 20:30","35926","39897"
"29.03.2017 20:30 - 29.03.2017 21:00","33937","37732"
"29.03.2017 21:00 - 29.03.2017 21:30","31875","35737"
"29.03.2017 21:30 - 29.03.2017 22:00","29638","33539"
"29.03.2017 22:00 - 29.03.2017 22:30","27664","31030"
"29.03.2017 22:30 - 29.03.2017 23:00","25884","28944"
"29.03.2017 23:00 - 29.03.2017 23:30","24566","27085"
"29.03.2017 23:30 - 30.03.2017 00:00","24178","25806"
"30.03.2017 00:00 - 30.03.2017 00:30","25067","26112"
"30.03.2017 00:30 - 30.03.2017 01:00","25320","26235"
"30.03.2017 01:00 - 30.03.2017 01:30","25100","26514"
"30.03.2017 01:30 - 30.03.2017 02:00","24794","26093"
"30.03.2017 02:00 - 30.03.2017 02:30","24531","25198"
"30.03.2017 02:30 - 30.03.2017 03:00","24282","24922"
"30.03.2017 03:00 - 30.03.2017 03:30","23978","24745"
"30.03.2017 03:30 - 30.03.2017 04:00","24231","24823"
"30.03.2017 04:00 - 30.03.2017 04:30","25115","25539"
"30.03.2017 04:30 - 30.03.2017 05:00","26984","26713"
"30.03.2017 05:00 - 30.03.2017 05:30","29414","30976"
"30.03.2017 05:30 - 30.03.2017 06:00","32171","34282"
"30.03.2017 06:00 - 30.03.2017 06:30","34904","38382"
"30.03.2017 06:30 - 30.03.2017 07:00","36652","40568"
"30.03.2017 07:00 - 30.03.2017 07:30","37723","41172"
"30.03.2017 07:30 - 30.03.2017 08:00","38146","41427"
"30.03.2017 08:00 - 30.03.2017 08:30","38403","41824"
"30.03.2017 08:30 - 30.03.2017 09:00","38447","41944"
"30.03.2017 09:00 - 30.03.2017 09:30","38780","41856"
"30.03.2017 09:30 - 30.03.2017 10:00","39138","41820"
"30.03.2017 10:00 - 30.03.2017 10:30","39349","41623"
"30.03.2017 10:30 - 30.03.2017 11:00","39572","41208"
"30.03.2017 11:00 - 30.03.2017 11:30","39527","41020"
"30.03.2017 11:30 - 30.03.2017 12:00","39379","40609"
"30.03.2017 12:00 - 30.03.2017 12:30","39103","39832"
"30.03.2017 12:30 - 30.03.2017 13:00","38977","39449"
"30.03.2017 13:00 - 30.03.2017 13:30","38561","39348"
"30.03.2017 13:30 - 30.03.2017 14:00","38198","39124"
"30.03.2017 14:00 - 30.03.2017 14:30","37993","38914"
"30.03.2017 14:30 - 30.03.2017 15:00","38056","39386"
"30.03.2017 15:00 - 30.03.2017 15:30","38333","40771"
"30.03.2017 15:30 - 30.03.2017 16:00","38675","41293"
"30.03.2017 16:00 - 30.03.2017 16:30","38822","42051"
"30.03.2017 16:30 - 30.03.2017 17:00","38815","42035"
"30.03.2017 17:00 - 30.03.2017 17:30","38635","41996"
"30.03.2017 17:30 - 30.03.2017 18:00","38176","41627"
"30.03.2017 18:00 - 30.03.2017 18:30","38026","41606"
"30.03.2017 18:30 - 30.03.2017 19:00","38689","42089"
"30.03.2017 19:00 - 30.03.2017 19:30","38944","42103"
"30.03.2017 19:30 - 30.03.2017 20:00","37707","40737"
"30.03.2017 20:00 - 30.03.2017 20:30","35995","38935"
"30.03.2017 20:30 - 30.03.2017 21:00","34062","37081"
"30.03.2017 21:00 - 30.03.2017 21:30","31951","35368"
"30.03.2017 21:30 - 30.03.2017 22:00","29609","33195"
"30.03.2017 22:00 - 30.03.2017 22:30","27517","29481"
"30.03.2017 22:30 - 30.03.2017 23:00","26036","27444"
"30.03.2017 23:00 - 30.03.2017 23:30","25219","26352"
"30.03.2017 23:30 - 31.03.2017 00:00","25037","24993"
"31.03.2017 00:00 - 31.03.2017 00:30","25409","25594"
"31.03.2017 00:30 - 31.03.2017 01:00","25620","25612"
"31.03.2017 01:00 - 31.03.2017 01:30","25286","25896"
"31.03.2017 01:30 - 31.03.2017 02:00","24801","25270"
"31.03.2017 02:00 - 31.03.2017 02:30","24398","23825"
"31.03.2017 02:30 - 31.03.2017 03:00","24024","23482"
"31.03.2017 03:00 - 31.03.2017 03:30","23633","23252"
"31.03.2017 03:30 - 31.03.2017 04:00","23839","23167"
"31.03.2017 04:00 - 31.03.2017 04:30","24765","24587"
"31.03.2017 04:30 - 31.03.2017 05:00","26679","26104"
"31.03.2017 05:00 - 31.03.2017 05:30","29023","30626"
"31.03.2017 05:30 - 31.03.2017 06:00","31599","33938"
"31.03.2017 06:00 - 31.03.2017 06:30","34402","37896"
"31.03.2017 06:30 - 31.03.2017 07:00","36507","40014"
"31.03.2017 07:00 - 31.03.2017 07:30","37755","40864"
"31.03.2017 07:30 - 31.03.2017 08:00","38160","40593"
"31.03.2017 08:00 - 31.03.2017 08:30","38324","40827"
"31.03.2017 08:30 - 31.03.2017 09:00","37891","40580"
"31.03.2017 09:00 - 31.03.2017 09:30","37612","40229"
"31.03.2017 09:30 - 31.03.2017 10:00","37592","40340"
"31.03.2017 10:00 - 31.03.2017 10:30","37924","40296"
"31.03.2017 10:30 - 31.03.2017 11:00","38218","40535"
"31.03.2017 11:00 - 31.03.2017 11:30","38186","40529"
"31.03.2017 11:30 - 31.03.2017 12:00","38093","40279"
"31.03.2017 12:00 - 31.03.2017 12:30","37728","39415"
"31.03.2017 12:30 - 31.03.2017 13:00","37510","38959"
"31.03.2017 13:00 - 31.03.2017 13:30","36984","38858"
"31.03.2017 13:30 - 31.03.2017 14:00","36502","38392"
"31.03.2017 14:00 - 31.03.2017 14:30","36178","38165"
"31.03.2017 14:30 - 31.03.2017 15:00","36287","38466"
"31.03.2017 15:00 - 31.03.2017 15:30","36550","39420"
"31.03.2017 15:30 - 31.03.2017 16:00","37016","39243"
"31.03.2017 16:00 - 31.03.2017 16:30","36709","39355"
"31.03.2017 16:30 - 31.03.2017 17:00","36680","39243"
"31.03.2017 17:00 - 31.03.2017 17:30","36884","38836"
"31.03.2017 17:30 - 31.03.2017 18:00","36638","38565"
"31.03.2017 18:00 - 31.03.2017 18:30","36906","38479"
"31.03.2017 18:30 - 31.03.2017 19:00","37171","38838"
"31.03.2017 19:00 - 31.03.2017 19:30","36751","39534"
"31.03.2017 19:30 - 31.03.2017 20:00","35338","38482"
"31.03.2017 20:00 - 31.03.2017 20:30","33789","37110"
"31.03.2017 20:30 - 31.03.2017 21:00","32114","35473"
"31.03.2017 21:00 - 31.03.2017 21:30","30491","34150"
"31.03.2017 21:30 - 31.03.2017 22:00","28777","32633"
"31.03.2017 22:00 - 31.03.2017 22:30","27126","30668"
"31.03.2017 22:30 - 31.03.2017 23:00","25921","29106"
"31.03.2017 23:00 - 31.03.2017 23:30","25124","27300"
"31.03.2017 23:30 - 01.04.2017 00:00","24784","26254"
"01.04.2017 00:00 - 01.04.2017 00:30","25100","26270"
"01.04.2017 00:30 - 01.04.2017 01:00","25157","26521"
"01.04.2017 01:00 - 01.04.2017 01:30","24659","25732"
"01.04.2017 01:30 - 01.04.2017 02:00","24097","25391"
"01.04.2017 02:00 - 01.04.2017 02:30","23585","25055"
"01.04.2017 02:30 - 01.04.2017 03:00","23116","24852"
"01.04.2017 03:00 - 01.04.2017 03:30","22618","24666"
"01.04.2017 03:30 - 01.04.2017 04:00","22503","24701"
"01.04.2017 04:00 - 01.04.2017 04:30","22848","25312"
"01.04.2017 04:30 - 01.04.2017 05:00","23756","26158"
"01.04.2017 05:00 - 01.04.2017 05:30","24783","27962"
"01.04.2017 05:30 - 01.04.2017 06:00","26026","28794"
"01.04.2017 06:00 - 01.04.2017 06:30","27924","31085"
"01.04.2017 06:30 - 01.04.2017 07:00","29720","32543"
"01.04.2017 07:00 - 01.04.2017 07:30","31457","34732"
"01.04.2017 07:30 - 01.04.2017 08:00","32775","35880"
"01.04.2017 08:00 - 01.04.2017 08:30","33841","36902"
"01.04.2017 08:30 - 01.04.2017 09:00","34047","37337"
"01.04.2017 09:00 - 01.04.2017 09:30","33552","37600"
"01.04.2017 09:30 - 01.04.2017 10:00","33211","37745"
"01.04.2017 10:00 - 01.04.2017 10:30","33115","38022"
"01.04.2017 10:30 - 01.04.2017 11:00","32999","38098"
"01.04.2017 11:00 - 01.04.2017 11:30","32723","38143"
"01.04.2017 11:30 - 01.04.2017 12:00","32344","37801"
"01.04.2017 12:00 - 01.04.2017 12:30","31666","37201"
"01.04.2017 12:30 - 01.04.2017 13:00","31115","36431"
"01.04.2017 13:00 - 01.04.2017 13:30","30538","36151"
"01.04.2017 13:30 - 01.04.2017 14:00","30276","35719"
"01.04.2017 14:00 - 01.04.2017 14:30","30129","35234"
"01.04.2017 14:30 - 01.04.2017 15:00","30355","35134"
"01.04.2017 15:00 - 01.04.2017 15:30","30936","35330"
"01.04.2017 15:30 - 01.04.2017 16:00","31824","36126"
"01.04.2017 16:00 - 01.04.2017 16:30","32162","36770"
"01.04.2017 16:30 - 01.04.2017 17:00","33392","37147"
"01.04.2017 17:00 - 01.04.2017 17:30","34605","37191"
"01.04.2017 17:30 - 01.04.2017 18:00","34485","37168"
"01.04.2017 18:00 - 01.04.2017 18:30","34728","37099"
"01.04.2017 18:30 - 01.04.2017 19:00","35070","37302"
"01.04.2017 19:00 - 01.04.2017 19:30","34945","37955"
"01.04.2017 19:30 - 01.04.2017 20:00","33858","36875"
"01.04.2017 20:00 - 01.04.2017 20:30","32619","35572"
"01.04.2017 20:30 - 01.04.2017 21:00","31426","34175"
"01.04.2017 21:00 - 01.04.2017 21:30","30198","32934"
"01.04.2017 21:30 - 01.04.2017 22:00","28584","31756"
"01.04.2017 22:00 - 01.04.2017 22:30","27053","30228"
"01.04.2017 22:30 - 01.04.2017 23:00","25769","28522"
"01.04.2017 23:00 - 01.04.2017 23:30","24466","27188"
"01.04.2017 23:30 - 02.04.2017 00:00","23867","26424"
"02.04.2017 00:00 - 02.04.2017 00:30","24164","26374"
"02.04.2017 00:30 - 02.04.2017 01:00","24596","26970"
"02.04.2017 01:00 - 02.04.2017 01:30","24296","26822"
"02.04.2017 01:30 - 02.04.2017 02:00","23781","26401"
"02.04.2017 02:00 - 02.04.2017 02:30","23271","26021"
"02.04.2017 02:30 - 02.04.2017 03:00","22920","25455"
"02.04.2017 03:00 - 02.04.2017 03:30","22430","24885"
"02.04.2017 03:30 - 02.04.2017 04:00","22093","24575"
"02.04.2017 04:00 - 02.04.2017 04:30","22177","24761"
"02.04.2017 04:30 - 02.04.2017 05:00","22368","25292"
"02.04.2017 05:00 - 02.04.2017 05:30","23033","26141"
"02.04.2017 05:30 - 02.04.2017 06:00","23352","26458"
"02.04.2017 06:00 - 02.04.2017 06:30","24678","28186"
"02.04.2017 06:30 - 02.04.2017 07:00","25965","29318"
"02.04.2017 07:00 - 02.04.2017 07:30","27675","31151"
"02.04.2017 07:30 - 02.04.2017 08:00","28970","32403"
"02.04.2017 08:00 - 02.04.2017 08:30","30385","33508"
"02.04.2017 08:30 - 02.04.2017 09:00","31513","34225"
"02.04.2017 09:00 - 02.04.2017 09:30","32322","34834"
"02.04.2017 09:30 - 02.04.2017 10:00","32684","34920"
"02.04.2017 10:00 - 02.04.2017 10:30","33203","35176"
"02.04.2017 10:30 - 02.04.2017 11:00","33712","35690"
"02.04.2017 11:00 - 02.04.2017 11:30","33804","36178"
"02.04.2017 11:30 - 02.04.2017 12:00","33544","36281"
"02.04.2017 12:00 - 02.04.2017 12:30","32941","36023"
"02.04.2017 12:30 - 02.04.2017 13:00","32271","35611"
"02.04.2017 13:00 - 02.04.2017 13:30","32150","35308"
"02.04.2017 13:30 - 02.04.2017 14:00","32040","35023"
"02.04.2017 14:00 - 02.04.2017 14:30","32058","34913"
"02.04.2017 14:30 - 02.04.2017 15:00","32256","35076"
"02.04.2017 15:00 - 02.04.2017 15:30","32467","35369"
"02.04.2017 15:30 - 02.04.2017 16:00","32974","35873"
"02.04.2017 16:00 - 02.04.2017 16:30","33180","36431"
"02.04.2017 16:30 - 02.04.2017 17:00","33140","36549"
"02.04.2017 17:00 - 02.04.2017 17:30","35357","36919"
"02.04.2017 17:30 - 02.04.2017 18:00","35070","36902"
"02.04.2017 18:00 - 02.04.2017 18:30","35190","37141"
"02.04.2017 18:30 - 02.04.2017 19:00","35423","37614"
"02.04.2017 19:00 - 02.04.2017 19:30","35972","38964"
"02.04.2017 19:30 - 02.04.2017 20:00","34934","38097"
"02.04.2017 20:00 - 02.04.2017 20:30","33746","36978"
"02.04.2017 20:30 - 02.04.2017 21:00","32112","35321"
"02.04.2017 21:00 - 02.04.2017 21:30","30745","33724"
"02.04.2017 21:30 - 02.04.2017 22:00","28883","32062"
"02.04.2017 22:00 - 02.04.2017 22:30","27061","29688"
"02.04.2017 22:30 - 02.04.2017 23:00","25624","28067"
"02.04.2017 23:00 - 02.04.2017 23:30","24035","26604"
"02.04.2017 23:30 - 03.04.2017 00:00","23446","25783"
"03.04.2017 00:00 - 03.04.2017 00:30","24081","25832"
"03.04.2017 00:30 - 03.04.2017 01:00","24335","25979"
"03.04.2017 01:00 - 03.04.2017 01:30","24095","25962"
"03.04.2017 01:30 - 03.04.2017 02:00","23720","25683"
"03.04.2017 02:00 - 03.04.2017 02:30","23366","25353"
"03.04.2017 02:30 - 03.04.2017 03:00","23088","25185"
"03.04.2017 03:00 - 03.04.2017 03:30","22971","24938"
"03.04.2017 03:30 - 03.04.2017 04:00","23299","25003"
"03.04.2017 04:00 - 03.04.2017 04:30","24086","25512"
"03.04.2017 04:30 - 03.04.2017 05:00","25965","27147"
"03.04.2017 05:00 - 03.04.2017 05:30","28311","30995"
"03.04.2017 05:30 - 03.04.2017 06:00","30761","33545"
"03.04.2017 06:00 - 03.04.2017 06:30","33620","37207"
"03.04.2017 06:30 - 03.04.2017 07:00","35823","39155"
"03.04.2017 07:00 - 03.04.2017 07:30","37978","41290"
"03.04.2017 07:30 - 03.04.2017 08:00","37887","41674"
"03.04.2017 08:00 - 03.04.2017 08:30","37101","41994"
"03.04.2017 08:30 - 03.04.2017 09:00","37260","41619"
"03.04.2017 09:00 - 03.04.2017 09:30","37153","40400"
"03.04.2017 09:30 - 03.04.2017 10:00","37411","40872"
"03.04.2017 10:00 - 03.04.2017 10:30","37847","40946"
"03.04.2017 10:30 - 03.04.2017 11:00","38311","41011"
"03.04.2017 11:00 - 03.04.2017 11:30","38447","41365"
"03.04.2017 11:30 - 03.04.2017 12:00","38615","41501"
"03.04.2017 12:00 - 03.04.2017 12:30","38392","40231"
